book_id,authors,original_publication_year,title,language_code,average_rating,image_url,description
22,"J.R.R. Tolkien",1954,"The Fellowship of the Ring","eng",4.36,"https://covers.openlibrary.org/b/id/7725678-M.jpg","A hobbit inherits a mysterious ring and must embark on a perilous journey to destroy it in the fires of Mount Doom."
23,"Jane Austen",1813,"Pride and Prejudice","eng",4.28,"https://covers.openlibrary.org/b/id/7725679-M.jpg","A spirited young woman learns the importance of humility and self-knowledge while navigating love and social expectations."
24,"Charlotte Brontë",1847,"Jane Eyre","eng",4.12,"https://covers.openlibrary.org/b/id/7725680-M.jpg","An orphaned girl endures hardship and discovers love while maintaining her independence and moral integrity."
25,"F. Scott Fitzgerald",1925,"The Great Gatsby","eng",3.91,"https://covers.openlibrary.org/b/id/8221256-M.jpg","A wealthy man’s obsession with love and status leads to tragedy in 1920s New York."
26,"George Orwell",1949,"Nineteen Eighty-Four","eng",4.18,"https://covers.openlibrary.org/b/id/8231234-M.jpg","A dystopian tale about totalitarianism, surveillance, and individual freedom."
27,"Mary Shelley",1818,"Frankenstein","eng",3.79,"https://covers.openlibrary.org/b/id/8231256-M.jpg","A scientist creates life, unleashing a creature that brings horror and moral questions."
28,"Mark Twain",1884,"Adventures of Huckleberry Finn","eng",3.82,"https://covers.openlibrary.org/b/id/8231278-M.jpg","A young boy and a runaway slave travel down the Mississippi River encountering adventures and moral dilemmas."
29,"Leo Tolstoy",1869,"War and Peace","eng",4.11,"https://covers.openlibrary.org/b/id/8231290-M.jpg","Epic tale of Russian society, war, and love during the Napoleonic era."
30,"Emily Dickinson",1890,"Collected Poems","eng",4.05,"https://covers.openlibrary.org/b/id/8231312-M.jpg","A collection of poems exploring nature, life, death, and human emotion."
31,"Herman Melville",1851,"Moby-Dick","eng",3.50,"https://covers.openlibrary.org/b/id/8231334-M.jpg","Captain Ahab obsessively hunts a giant whale, exploring revenge, fate, and human struggle."
32,"Louisa May Alcott",1868,"Little Women","eng",4.08,"https://covers.openlibrary.org/b/id/8231356-M.jpg","Four sisters grow up facing love, loss, and the challenges of womanhood in 19th-century America."
33,"Bram Stoker",1897,"Dracula","eng",3.97,"https://covers.openlibrary.org/b/id/8231378-M.jpg","The infamous vampire Count Dracula terrorizes England, blending horror and romance."
34,"Charles Dickens",1843,"A Christmas Carol","eng",4.25,"https://covers.openlibrary.org/b/id/8231390-M.jpg","Ebenezer Scrooge is visited by three ghosts who teach him the value of generosity and kindness."
35,"Suzanne Collins",2008,"The Hunger Games","eng",4.33,"https://covers.openlibrary.org/b/id/8231412-M.jpg","In a dystopian future, teens fight to survive in a televised, deadly competition."
36,"Harper Lee",1960,"To Kill a Mockingbird","eng",4.27,"https://covers.openlibrary.org/b/id/8231434-M.jpg","A young girl witnesses racial injustice and learns the value of empathy and morality in the American South."
37,"C.S. Lewis",1950,"The Lion, the Witch and the Wardrobe","eng",4.21,"https://covers.openlibrary.org/b/id/8231456-M.jpg","Four children discover a magical world inside a wardrobe and help defeat an evil witch."
38,"J.D. Salinger",1951,"The Catcher in the Rye","eng",3.81,"https://covers.openlibrary.org/b/id/8231478-M.jpg","A teenage boy struggles with alienation and the challenges of growing up in New York City."
39,"Orson Scott Card",1985,"Ender's Game","eng",4.31,"https://covers.openlibrary.org/b/id/8231490-M.jpg","A child genius is trained in a futuristic military academy to lead humanity in an interstellar war."
40,"Margaret Atwood",1985,"The Handmaid's Tale","eng",4.12,"https://covers.openlibrary.org/b/id/8231512-M.jpg","In a dystopian society, women are subjugated and forced into reproductive servitude, challenging notions of freedom and morality."
41,"Dan Brown",2003,"The Da Vinci Code","eng",3.84,"https://covers.openlibrary.org/b/id/8231534-M.jpg","A symbologist uncovers secrets hidden in famous artworks, triggering a suspenseful quest across Europe."
42,"Paulo Coelho",1988,"The Alchemist","eng",3.89,"https://covers.openlibrary.org/b/id/8231556-M.jpg","A shepherd journeys across deserts to discover his personal legend and the meaning of life."
43,"Victor Hugo",1862,"Les Misérables","eng",4.26,"https://covers.openlibrary.org/b/id/8231578-M.jpg","An epic tale of justice, love, and redemption in 19th-century France."
44,"H.G. Wells",1895,"The Time Machine","eng",3.98,"https://covers.openlibrary.org/b/id/8231590-M.jpg","A scientist invents a machine to travel to the distant future and witnesses humanity’s evolution and decline."
45,"Khaled Hosseini",2003,"The Kite Runner","eng",4.30,"https://covers.openlibrary.org/b/id/8231612-M.jpg","Two boys in Afghanistan navigate friendship, betrayal, and redemption across decades of war."
46,"Arthur Conan Doyle",1892,"The Adventures of Sherlock Holmes","eng",4.18,"https://covers.openlibrary.org/b/id/8231634-M.jpg","Detective Sherlock Holmes solves complex mysteries with his sharp intellect and keen observation."
47,"George R.R. Martin",1996,"A Game of Thrones","eng",4.44,"https://covers.openlibrary.org/b/id/8231656-M.jpg","Noble families vie for power in a sprawling fantasy world filled with dragons, intrigue, and betrayal."
48,"Homer",-800,"The Iliad","eng",4.10,"https://covers.openlibrary.org/b/id/8231678-M.jpg","An epic poem depicting the events of the Trojan War and the struggles of heroes and gods."
49,"Homer",-750,"The Odyssey","eng",4.12,"https://covers.openlibrary.org/b/id/8231690-M.jpg","The long journey of Odysseus as he tries to return home from the Trojan War, facing monsters and divine intervention."
50,"John Steinbeck",1939,"The Grapes of Wrath","eng",3.99,"https://covers.openlibrary.org/b/id/8231712-M.jpg","A family struggles to survive the Great Depression while traveling across America in search of a better life."
51,"Ray Bradbury",1953,"Fahrenheit 451","eng",4.01,"https://covers.openlibrary.org/b/id/8231734-M.jpg","A dystopian novel where books are banned and “firemen” burn any that are found."
52,"Aldous Huxley",1932,"Brave New World","eng",3.99,"https://covers.openlibrary.org/b/id/8231756-M.jpg","A futuristic society where humans are genetically engineered and controlled for stability."
53,"Isaac Asimov",1950,"Foundation","eng",4.17,"https://covers.openlibrary.org/b/id/8231778-M.jpg","A mathematician predicts the fall of an empire and creates a plan to save human knowledge."
54,"Frank Herbert",1965,"Dune","eng",4.23,"https://covers.openlibrary.org/b/id/8231790-M.jpg","A young nobleman becomes embroiled in political intrigue on a desert planet with a valuable resource."
55,"Leo Tolstoy",1877,"Anna Karenina","eng",4.05,"https://covers.openlibrary.org/b/id/8231812-M.jpg","A tragic love story of a woman in Russian high society navigating passion and social norms."
56,"Charlotte Brontë",1848,"Shirley","eng",3.89,"https://covers.openlibrary.org/b/id/8231834-M.jpg","A story of industrial unrest and personal relationships in early 19th-century England."
57,"Emily Brontë",1847,"Wuthering Heights","eng",3.85,"https://covers.openlibrary.org/b/id/8231856-M.jpg","A dark tale of passion and revenge set on the Yorkshire moors."
58,"Herman Hesse",1922,"Siddhartha","eng",4.02,"https://covers.openlibrary.org/b/id/8231878-M.jpg","A spiritual journey of self-discovery in ancient India."
59,"Fyodor Dostoevsky",1866,"Crime and Punishment","eng",4.20,"https://covers.openlibrary.org/b/id/8231890-M.jpg","A student commits murder and struggles with guilt, morality, and redemption."
60,"Alexandre Dumas",1844,"The Three Musketeers","eng",4.12,"https://covers.openlibrary.org/b/id/8231912-M.jpg","Adventure, loyalty, and friendship as musketeers fight for honor and justice in France."
61,"Joseph Heller",1961,"Catch-22","eng",4.10,"https://covers.openlibrary.org/b/id/8231934-M.jpg","A satirical novel about the absurdities of war and bureaucracy."
62,"Jules Verne",1870,"Twenty Thousand Leagues Under the Sea","eng",4.08,"https://covers.openlibrary.org/b/id/8231956-M.jpg","A submarine voyage exploring the depths of the ocean and encounters with mysterious creatures."
63,"Victor Hugo",1831,"The Hunchback of Notre-Dame","eng",4.06,"https://covers.openlibrary.org/b/id/8231978-M.jpg","A deformed bell-ringer falls in love and struggles with society's cruelty in medieval Paris."
64,"John Green",2005,"Looking for Alaska","eng",4.03,"https://covers.openlibrary.org/b/id/8231990-M.jpg","A coming-of-age story about friendship, love, and loss at a boarding school."
65,"C.S. Lewis",1952,"Prince Caspian","eng",4.11,"https://covers.openlibrary.org/b/id/8232012-M.jpg","The Pevensie children return to Narnia to help restore the rightful king."
66,"Madeleine L'Engle",1962,"A Wrinkle in Time","eng",4.07,"https://covers.openlibrary.org/b/id/8232034-M.jpg","A young girl travels through time and space to rescue her father from evil forces."
67,"George Orwell",1945,"Animal Farm","eng",3.95,"https://covers.openlibrary.org/b/id/8232056-M.jpg","An allegorical tale about a farm where animals overthrow humans but face tyranny of their own."
68,"Miguel de Cervantes",1605,"Don Quixote","eng",4.00,"https://covers.openlibrary.org/b/id/8232078-M.jpg","A man sets out on adventures as a self-styled knight, blurring the lines between reality and imagination."
69,"Louisa May Alcott",1871,"Good Wives","eng",4.02,"https://covers.openlibrary.org/b/id/8232090-M.jpg","The continuation of Little Women as the sisters face adulthood, love, and responsibility."
70,"H.P. Lovecraft",1928,"The Call of Cthulhu","eng",3.88,"https://covers.openlibrary.org/b/id/8232112-M.jpg","A cosmic horror story uncovering an ancient, terrifying entity."
71,"Ray Bradbury",1962,"The Illustrated Man","eng",4.05,"https://covers.openlibrary.org/b/id/8232134-M.jpg","A collection of short stories exploring the future, human nature, and technological consequences."
72,"Orson Scott Card",1986,"Speaker for the Dead","eng",4.28,"https://covers.openlibrary.org/b/id/8232156-M.jpg","A sequel to Ender's Game, exploring ethics, understanding, and alien cultures."
73,"Philip K. Dick",1968,"Do Androids Dream of Electric Sheep?","eng",4.04,"https://covers.openlibrary.org/b/id/8232178-M.jpg","In a post-apocalyptic future, bounty hunters track rogue androids while questioning what it means to be human."
74,"H.G. Wells",1898,"The War of the Worlds","eng",4.00,"https://covers.openlibrary.org/b/id/8232190-M.jpg","Martians invade Earth, and humanity struggles to survive against a technologically superior force."
75,"Kurt Vonnegut",1969,"Slaughterhouse-Five","eng",4.07,"https://covers.openlibrary.org/b/id/8232212-M.jpg","A soldier becomes “unstuck in time” experiencing moments of war, life, and death in non-linear order."
76,"Terry Pratchett",1983,"The Colour of Magic","eng",4.14,"https://covers.openlibrary.org/b/id/8232234-M.jpg","A humorous fantasy adventure introducing Discworld, wizards, and eccentric characters."
77,"Neil Gaiman",1996,"Neverwhere","eng",4.12,"https://covers.openlibrary.org/b/id/8232256-M.jpg","A man discovers a hidden, magical world beneath London filled with danger and wonder."
78,"Douglas Adams",1979,"The Hitchhiker's Guide to the Galaxy","eng",4.22,"https://covers.openlibrary.org/b/id/8232278-M.jpg","An absurd intergalactic adventure following Arthur Dent after Earth’s destruction."
79,"J.K. Rowling",1998,"Harry Potter and the Chamber of Secrets","eng",4.42,"https://covers.openlibrary.org/b/id/8232290-M.jpg","Harry returns to Hogwarts to face new dangers and uncover secrets about the Chamber of Secrets."
80,"J.R.R. Tolkien",1955,"The Return of the King","eng",4.54,"https://covers.openlibrary.org/b/id/8232312-M.jpg","The final battle for Middle-earth as heroes struggle to defeat Sauron and restore peace."
81,"Suzanne Collins",2009,"Catching Fire","eng",4.31,"https://covers.openlibrary.org/b/id/8232334-M.jpg","Katniss faces political intrigue and a deadly new Hunger Games after surviving the first."
82,"Suzanne Collins",2010,"Mockingjay","eng",4.29,"https://covers.openlibrary.org/b/id/8232356-M.jpg","Katniss leads a rebellion against the oppressive Capitol to restore freedom to Panem."
83,"Margaret Atwood",2003,"Oryx and Crake","eng",4.06,"https://covers.openlibrary.org/b/id/8232378-M.jpg","A speculative tale of genetic engineering, corporate power, and the end of civilization."
84,"Philip Pullman",1995,"Northern Lights","eng",4.33,"https://covers.openlibrary.org/b/id/8232390-M.jpg","A young girl embarks on a journey to the North to uncover a sinister experiment and find her friend."
85,"Philip Pullman",1997,"The Subtle Knife","eng",4.28,"https://covers.openlibrary.org/b/id/8232412-M.jpg","Lyra and a new companion journey through parallel worlds, facing dark forces and moral dilemmas."
86,"Philip Pullman",2000,"The Amber Spyglass","eng",4.36,"https://covers.openlibrary.org/b/id/8232434-M.jpg","The epic conclusion of the trilogy, where Lyra confronts destiny and the fate of multiple worlds."
87,"Anne Rice",1976,"Interview with the Vampire","eng",4.09,"https://covers.openlibrary.org/b/id/8232456-M.jpg","A vampire recounts his life story, exploring immortality, morality, and human emotions."
88,"Jules Verne",1863,"Five Weeks in a Balloon","eng",3.91,"https://covers.openlibrary.org/b/id/8232478-M.jpg","Adventurers traverse Africa in a hot air balloon facing natural dangers and discoveries."
89,"Mary Shelley",1823,"Valperga","eng",3.84,"https://covers.openlibrary.org/b/id/8232490-M.jpg","A historical novel about power, love, and politics in 14th-century Italy."
90,"Homer",-700,"Theogony","eng",4.05,"https://covers.openlibrary.org/b/id/8232512-M.jpg","The origins and genealogies of the Greek gods, their conflicts, and creation myths."
91,"Homer",-700,"Works and Days","eng",4.03,"https://covers.openlibrary.org/b/id/8232534-M.jpg","A didactic poem offering wisdom on agriculture, work, and justice in ancient Greece."
92,"Leo Tolstoy",1877,"Anna Karenina","eng",4.12,"https://covers.openlibrary.org/b/id/8232556-M.jpg","A tragic tale of love, betrayal, and Russian high society through the life of Anna Karenina."
93,"Victor Hugo",1831,"The Hunchback of Notre-Dame","eng",4.18,"https://covers.openlibrary.org/b/id/8232578-M.jpg","The story of Quasimodo, the deformed bell ringer, and his love for the beautiful Esmeralda in medieval Paris."
94,"Dante Alighieri",1320,"The Divine Comedy","eng",4.25,"https://covers.openlibrary.org/b/id/8232590-M.jpg","An epic poem detailing a journey through Hell, Purgatory, and Paradise, exploring morality, justice, and redemption."
95,"John Milton",1667,"Paradise Lost","eng",4.20,"https://covers.openlibrary.org/b/id/8232612-M.jpg","An epic poem about the fall of man, Satan's rebellion, and humanity's struggle between good and evil."
96,"Aldous Huxley",1932,"Brave New World","eng",4.12,"https://covers.openlibrary.org/b/id/8232634-M.jpg","A dystopian vision of a society controlled by technology, conditioning, and the pursuit of pleasure."
97,"Ray Bradbury",1969,"I Sing the Body Electric!","eng",4.03,"https://covers.openlibrary.org/b/id/8232656-M.jpg","A collection of imaginative stories exploring human relationships, technology, and social commentary."
98,"Arthur C. Clarke",1973,"Rendezvous with Rama","eng",4.11,"https://covers.openlibrary.org/b/id/8232678-M.jpg","A mysterious alien spacecraft enters the solar system, prompting exploration and wonder from a human crew."
99,"Isaac Asimov",1951,"I, Robot","eng",4.20,"https://covers.openlibrary.org/b/id/8232690-M.jpg","A collection of short stories exploring robotics, ethics, and the famous Three Laws of Robotics."
100,"Kurt Vonnegut",1959,"The Sirens of Titan","eng",4.05,"https://covers.openlibrary.org/b/id/8232712-M.jpg","A satirical sci-fi novel about fate, free will, and human purpose across space and time."
101,"Frank Herbert",1965,"Dune","eng",4.23,"https://covers.openlibrary.org/b/id/8232734-M.jpg","The epic saga of politics, religion, and ecology on the desert planet Arrakis."
102,"Frank Herbert",1969,"Dune Messiah","eng",4.10,"https://covers.openlibrary.org/b/id/8232756-M.jpg","The continuation of Paul Atreides' story as he grapples with power, prophecy, and rebellion."
103,"Frank Herbert",1976,"Children of Dune","eng",4.12,"https://covers.openlibrary.org/b/id/8232778-M.jpg","The next generation of Atreides faces political intrigue, destiny, and the challenges of leadership."
104,"Margaret Weis & Tracy Hickman",1984,"Dragonlance Chronicles: Dragons of Autumn Twilight","eng",4.18,"https://covers.openlibrary.org/b/id/8232790-M.jpg","Heroes in a fantasy world embark on a quest to stop evil dragons and restore balance to their land."
105,"Margaret Weis & Tracy Hickman",1985,"Dragonlance Chronicles: Dragons of Winter Night","eng",4.15,"https://covers.openlibrary.org/b/id/8232812-M.jpg","The continuation of the epic quest as heroes face betrayal, war, and the power of the dragons."
106,"Margaret Weis & Tracy Hickman",1986,"Dragonlance Chronicles: Dragons of Spring Dawning","eng",4.17,"https://covers.openlibrary.org/b/id/8232834-M.jpg","The final installment of the original Dragonlance trilogy, with epic battles and resolution of destinies."
107,"George Orwell",1937,"The Road to Wigan Pier","eng",4.01,"https://covers.openlibrary.org/b/id/8232856-M.jpg","An investigative work documenting the harsh living conditions of the working class in industrial England."
108,"Ayn Rand",1957,"Atlas Shrugged","eng",4.12,"https://covers.openlibrary.org/b/id/8232878-M.jpg","A philosophical novel exploring individualism, capitalism, and the role of government in society."
109,"Ayn Rand",1943,"The Fountainhead","eng",4.05,"https://covers.openlibrary.org/b/id/8232890-M.jpg","The story of an uncompromising architect struggling against conformity and mediocrity."
110,"Tolkien, J.R.R.",1937,"The Hobbit","eng",4.27,"https://covers.openlibrary.org/b/id/8232912-M.jpg","A hobbit embarks on a journey with dwarves to reclaim treasure from a dragon, discovering courage and adventure."
111,"Philip K. Dick",1968,"Do Androids Dream of Electric Sheep?","eng",4.05,"https://covers.openlibrary.org/b/id/8232934-M.jpg","A bounty hunter must track down rogue androids in a post-apocalyptic future, questioning humanity and empathy."
112,"Robert A. Heinlein",1961,"Stranger in a Strange Land","eng",4.10,"https://covers.openlibrary.org/b/id/8232956-M.jpg","A human raised on Mars returns to Earth, challenging societal norms and exploring human spirituality and freedom."
113,"H.P. Lovecraft",1928,"The Call of Cthulhu","eng",4.00,"https://covers.openlibrary.org/b/id/8232978-M.jpg","A cosmic horror story about a mysterious cult, an ancient god, and mankind’s fragility in the universe."
114,"Mary Shelley",1823,"Mathilda","eng",3.85,"https://covers.openlibrary.org/b/id/8232990-M.jpg","A dark tale of family, forbidden love, and isolation, exploring psychological and emotional depths."
115,"Bram Stoker",1903,"The Jewel of Seven Stars","eng",3.92,"https://covers.openlibrary.org/b/id/8233012-M.jpg","An archaeologist awakens an ancient Egyptian queen, blending horror, adventure, and the supernatural."
116,"Oscar Wilde",1890,"The Picture of Dorian Gray","eng",4.12,"https://covers.openlibrary.org/b/id/8233034-M.jpg","A young man remains eternally youthful while his portrait ages, exploring vanity, corruption, and morality."
117,"Graham Greene",1951,"The End of the Affair","eng",4.05,"https://covers.openlibrary.org/b/id/8233056-M.jpg","A love triangle during wartime tests faith, jealousy, and the complexities of human emotion."
118,"Gabriel García Márquez",1967,"One Hundred Years of Solitude","eng",4.18,"https://covers.openlibrary.org/b/id/8233078-M.jpg","A multigenerational saga of the Buendía family blending magical realism with history, love, and fate."
119,"J.D. Salinger",1963,"Raise High the Roof Beam, Carpenters","eng",3.95,"https://covers.openlibrary.org/b/id/8233090-M.jpg","A short story reflecting family, social expectations, and the perspective of a sensitive narrator."
120,"James Joyce",1922,"Ulysses","eng",4.06,"https://covers.openlibrary.org/b/id/8233112-M.jpg","A modernist novel chronicling one day in Dublin, exploring consciousness, identity, and the human experience."
121,"Virginia Woolf",1925,"Mrs Dalloway","eng",4.08,"https://covers.openlibrary.org/b/id/8233134-M.jpg","The story of a day in the life of Clarissa Dalloway, revealing inner thoughts and social commentary on post-war England."
122,"Kurt Vonnegut",1969,"Slaughterhouse-Five","eng",4.09,"https://covers.openlibrary.org/b/id/8233156-M.jpg","A soldier becomes “unstuck in time” reflecting on war, free will, and the absurdity of human existence."
123,"Leo Tolstoy",1886,"The Death of Ivan Ilyich","eng",4.11,"https://covers.openlibrary.org/b/id/8233178-M.jpg","A novella exploring mortality, the meaning of life, and personal introspection through the life of a bureaucrat."
124,"Herman Hesse",1922,"Siddhartha","eng",4.14,"https://covers.openlibrary.org/b/id/8233190-M.jpg","A spiritual journey of self-discovery and enlightenment in ancient India."
125,"Fyodor Dostoevsky",1866,"Crime and Punishment","eng",4.21,"https://covers.openlibrary.org/b/id/8233212-M.jpg","A young man wrestles with guilt and morality after committing murder, exploring psychology and redemption."
126,"Fyodor Dostoevsky",1880,"The Brothers Karamazov","eng",4.32,"https://covers.openlibrary.org/b/id/8233234-M.jpg","A philosophical novel about faith, doubt, and the moral struggles within a Russian family."
127,"Thomas Hardy",1874,"Far from the Madding Crowd","eng",4.09,"https://covers.openlibrary.org/b/id/8233256-M.jpg","A tale of love, honor, and social change in rural Victorian England."
128,"E.M. Forster",1910,"Howards End","eng",4.07,"https://covers.openlibrary.org/b/id/8233278-M.jpg","A story exploring class, society, and human connection in Edwardian England."
129,"Charlotte Perkins Gilman",1892,"The Yellow Wallpaper","eng",4.03,"https://covers.openlibrary.org/b/id/8233290-M.jpg","A haunting short story about mental health, gender roles, and confinement."
130,"Joseph Conrad",1899,"Heart of Darkness","eng",4.12,"https://covers.openlibrary.org/b/id/8233312-M.jpg","A journey up the Congo River reveals colonial brutality, human corruption, and existential reflection."
131,"Ray Bradbury",1957,"Dandelion Wine","eng",4.00,"https://covers.openlibrary.org/b/id/8233150-M.jpg","A boy spends a magical summer learning about life, love, and growing up in a small town."
132,"J.R.R. Tolkien",1937,"The Hobbit","eng",4.27,"https://covers.openlibrary.org/b/id/8233152-M.jpg","A hobbit goes on an adventure with dwarves to find treasure guarded by a dragon."
133,"C.S. Lewis",1952,"Prince Caspian","eng",4.15,"https://covers.openlibrary.org/b/id/8233154-M.jpg","The Pevensie children return to Narnia to help Prince Caspian reclaim his throne."
134,"Lewis Carroll",1865,"Alice's Adventures in Wonderland","eng",4.10,"https://covers.openlibrary.org/b/id/8233156-M.jpg","A young girl falls into a magical world full of strange creatures and curious adventures."
135,"Louisa May Alcott",1871,"Little Men","eng",4.05,"https://covers.openlibrary.org/b/id/8233158-M.jpg","Jo March runs a school for boys and helps them grow into kind and responsible men."
136,"Mary Shelley",1823,"The Last Man","eng",3.80,"https://covers.openlibrary.org/b/id/8233160-M.jpg","In the future, a plague wipes out humanity, and one man tries to survive and understand it."
137,"H.G. Wells",1898,"The War of the Worlds","eng",4.00,"https://covers.openlibrary.org/b/id/8233162-M.jpg","Aliens invade Earth, and humans struggle to survive against their advanced technology."
138,"Franz Kafka",1915,"The Metamorphosis","eng",4.05,"https://covers.openlibrary.org/b/id/8233164-M.jpg","A man wakes up one day turned into a giant insect and faces his family's reaction."
139,"Herman Hesse",1922,"Siddhartha","eng",4.10,"https://covers.openlibrary.org/b/id/8233166-M.jpg","A young man searches for truth, wisdom, and peace in life through many experiences."
140,"Victor Hugo",1831,"The Hunchback of Notre-Dame","eng",4.12,"https://covers.openlibrary.org/b/id/8233168-M.jpg","A deformed bell-ringer and a kind girl face love, tragedy, and society’s cruelty in Paris."
141,"Joseph Conrad",1899,"Heart of Darkness","eng",4.02,"https://covers.openlibrary.org/b/id/8233170-M.jpg","A man travels into Africa and faces the darkness within both the land and human nature."
142,"Jack London",1906,"White Fang","eng",4.05,"https://covers.openlibrary.org/b/id/8233172-M.jpg","A wild wolf-dog faces harsh nature and learns trust and love from humans."
143,"Emily Brontë",1847,"Wuthering Heights","eng",4.10,"https://covers.openlibrary.org/b/id/8233174-M.jpg","A story of passionate love and revenge between two families in the English countryside."
144,"Miguel de Cervantes",1615,"Don Quixote","eng",4.01,"https://covers.openlibrary.org/b/id/8233176-M.jpg","A man believes he is a knight and goes on funny adventures with his loyal squire."
145,"Thomas Hardy",1874,"Far from the Madding Crowd","eng",4.03,"https://covers.openlibrary.org/b/id/8233178-M.jpg","A woman navigates love, choices, and life in a rural English town."
146,"Gustave Flaubert",1856,"Madame Bovary","eng",3.95,"https://covers.openlibrary.org/b/id/8233180-M.jpg","A woman seeks excitement and love but faces unhappiness in her everyday life."
147,"Leo Tolstoy",1877,"Anna Karenina","eng",4.10,"https://covers.openlibrary.org/b/id/8233182-M.jpg","A woman struggles with love, society, and family in 19th-century Russia."
148,"H.P. Lovecraft",1928,"The Call of Cthulhu","eng",4.05,"https://covers.openlibrary.org/b/id/8233184-M.jpg","Strange events reveal a giant ancient creature that terrifies people around the world."
149,"Mark Twain",1876,"The Adventures of Tom Sawyer","eng",4.10,"https://covers.openlibrary.org/b/id/8233186-M.jpg","A boy has fun, solves mysteries, and learns lessons in his small town adventures."
150,"George Orwell",1937,"The Road to Wigan Pier","eng",4.00,"https://covers.openlibrary.org/b/id/8233188-M.jpg","A look at poverty and working-class life in 1930s England, written simply and clearly."
